ZERO	feature\browser\src\main\java\top\wkbin\taixu\ui\browser\BrowserActionCard.kt	25	public	fun	BrowserActionCard	@Composable
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt	497	private	fun	McpServerDetailDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt|271
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt	741	private	fun	AddMcpServerDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt|231
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt	1008	private	fun	parseMcpJson		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\McpSettingsScreen.kt|772
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	209	private	fun	ModelEditorContent	@Composable | @OptIn(ExperimentalMaterial3Api::class, ExperimentalLayoutApi::class)	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|145
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1243	private	fun	PresetChip	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|903,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|904,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|905
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1266	private	fun	EditorToggleRow	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1056,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1063,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1070,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1077,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1084
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1303	private	fun	BatchImportKeysDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|359
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1390	private	fun	QuickImportJsonDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|382
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1454	private	fun	ProviderPickerDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|395
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt	1679	private	fun	ProviderFilterChip	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1519,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1524,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1529,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1534,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1539,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelEditorScreen.kt|1544
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt	232	private	fun	ModelProfilesContent	@Composable | @OptIn(ExperimentalLayoutApi::class)	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|138
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt	291	private	fun	ModelProfileCard	@Composable | @OptIn(ExperimentalLayoutApi::class)	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|278
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt	497	public	fun	ModelImportDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|151,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|155
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt	632	public	fun	ModelExportDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|177,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ModelProfilesScreen.kt|189
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt	295	private	fun	QuickPhraseCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt|281
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt	460	private	fun	QuickPhraseEditorDialog	@Composable | @OptIn(ExperimentalMaterial3Api::class)	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt|127
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt	639	private	fun	parseIconName		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\QuickPhrasesScreen.kt|324,feature\chat\src\main\java\top\wkbin\taixu\ui\chat\ChatMessageList.kt|398
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsLocalization.kt	22	private	fun	legacyStringResource	@StringRes	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsLocalization.kt|529
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsLocalization.kt	528	private	fun	resolveLegacyString	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsLocalization.kt|591
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	243	private	fun	SettingsCategoryCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|173,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|186,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|199,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|212,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|225
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	820	private	fun	EnvironmentVariableEditor	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|635
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1215	private	val	SPONSOR_EMAIL		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1470,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1479,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1480
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1217	private	val	SPONSOR_ALIPAY_QR_RES		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1237
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1218	private	val	SPONSOR_WECHAT_QR_RES		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1245
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1219	private	val	SponsorAccent		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1246,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1288,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1291,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1551
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1395	private	fun	SponsorQrDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1235,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1243
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1460	private	fun	sendSponsorEmail		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1334
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1486	private	fun	SponsorKindGroup	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1380,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1382,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1384
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1518	private	fun	SponsorChip	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1510
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1580	private	fun	ExecutionModeDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|454
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1634	private	fun	ExecutionModeOptionItem	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1616
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1686	private	fun	BatteryOptimizationDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|887
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1786	private	fun	PhantomProcessLimitDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|894
ZERO	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1946	private	fun	ThemeSelectionDialog	@Composable
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	1999	private	fun	ThemeOptionItem	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1958,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1968,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1978
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2049	private	fun	AboutAppDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1115
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2085	private	fun	UpdateInfoDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1066
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2176	private	fun	joinQqGroup		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1192,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|2068,feature\home\src\main\java\top\wkbin\taixu\ui\home\HomeScreen.kt|594
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2192	private	fun	openBrowser		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1071,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1184
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2326	public	fun	WebChatBridgeDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|486
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt	2459	public	fun	rememberAppVersion	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|137,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|1060,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SettingsScreen.kt|2051
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt	29	public	class	SponsorSource	@Serializable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt|47,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt|54,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt|55
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt	60	public	class	SponsorListDto	@Serializable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SponsorListRepository.kt|86
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt	344	private	fun	SectionLabel	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|126,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|178,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|217,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|256,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|287,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|325,feature\chat\src\main\java\top\wkbin\taixu\ui\chat\ChatWorkbenchPanels.kt|272,feature\chat\src\main\java\top\wkbin\taixu\ui\chat\ChatWorkbenchPanels.kt|277
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt	360	private	fun	PasswordSettingsDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsScreen.kt|87
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsViewModel.kt	26	public	class	SshSettingsUiState		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsViewModel.kt|55,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsViewModel.kt|63,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\SshSettingsViewModel.kt|74
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt	299	private	fun	MountToggleRow	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt|115,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt|124,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt|133
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt	349	private	fun	AddMountDialog	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageMountSettingsScreen.kt|287
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	351	private	fun	StorageDashboardCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|240
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	536	private	fun	SmartCleanupCards	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|265
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	734	private	fun	StorageCategoryDetailCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|330
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	855	private	fun	StorageEntryRow	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|834
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	981	private	fun	RiskBadge	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|804
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	1022	private	fun	categoryIcon		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|755
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt	1038	private	fun	categoryColor		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|332,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|421,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|452,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|475,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|481,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageScreen.kt|503
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageViewModel.kt	33	public	class	StorageUsageUiState		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageViewModel.kt|60,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\StorageUsageViewModel.kt|61
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolCenterScreen.kt	1041	private	fun	ToolBrandAvatar	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolCenterScreen.kt|1157
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	304	private	fun	DetailToolAvatar	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|402
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	372	private	fun	ToolOverviewCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|214
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	490	private	fun	GatewayManagementCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|223
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	586	private	fun	ServiceLogsCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|232
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	716	private	fun	ModelApplyCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|246
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	872	private	fun	AutoStartCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|257
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	905	private	fun	AccessLinkCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|266
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	1103	private	fun	ToolMetadataCard	@Composable | @OptIn(androidx.compose.foundation.layout.ExperimentalLayoutApi::class)	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|281
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt	1253	private	fun	ToolActionsCard	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\ToolDetailScreen.kt|285
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt	16	public	class	PermissionStep		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|105,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|109,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|110,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|111,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|114,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|115,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|118,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|119,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|120,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|123,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|124,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|127,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|128,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|131,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|132,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|135,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|140,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|141,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|144,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|145,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|148,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|149,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|152,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|153,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|156,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|157,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|160,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|164,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|165,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|168,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|169,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideData.kt|172
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideScreen.kt	375	private	fun	launchSettingIntents		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\permission\PermissionGuideScreen.kt|297
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\StatsViewModel.kt	16	public	class	StatsUiState		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\StatsViewModel.kt|28,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\StatsViewModel.kt|29
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	36	private	val	CellSize		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|38,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|188
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	37	private	val	CellPadding		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|38,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|113
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	38	private	val	CellPitch		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|87,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|117,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|166
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	39	private	val	WeekdayLabelWidth		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|159,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|167
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	40	private	val	MonthLabelHeight		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|88,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|160
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	156	private	fun	WeekdayLabels	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|72
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	186	private	fun	HeatCell	@Composable	REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|114,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|141
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	209	private	fun	calcLevel		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|112
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	217	private	fun	quantile		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|50,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|51,feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|52
SAMEFILE	feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt	223	private	fun	calendarWeeks		REFS=feature\settings\src\main\java\top\wkbin\taixu\ui\settings\stats\widgets\StatsHeatmap.kt|54
